228735667216_10154322361837217,Watch Donald Trump become the 45th President of the United States.,Donald Trump's inauguration,video,https://www.facebook.com/bbcnews/videos/10154322361837217/,2017-01-20 10:31,258891,128915,40916,124043,46718,4388,7979,19584,56179
2017-01-20T17:12:57+0000,"Humble yourselves, then, under Gods mighty hand, so that he will lift you up in his own good time.  Leave all your worries with him, because he cares for you. 1 Peter 5:6-7",0.5,1.6
2017-01-20T17:09:42+0000,80% of what im reading is Children whining about not getting there way. If you will not support america through its trials and tribulations then gtfo you are not need or wanted here.,-0.6,1.3
2017-01-20T17:10:33+0000,"You guys complain Obama has done nothing, what's Obama care? What's your current unemployment rate compared to that before he became president?",-0.5,1
2017-01-20T16:28:17+0000,"God, I've never seen anyone look so miserable. He's twisted the voters to get into the White House and he can't even smile?",-0.6,1.2
2017-01-20T16:20:22+0000,I will miss President Obama and First lady Obama. Best of luck to the Obama family.,0.3,0.6
2017-01-20T17:08:27+0000,These people don't even get it. How can a guy who has never lived in your shoes actually care about your struggle? He is a BIG BUSINESS president. He doesn't care about the common man.,-0.3,1.5
2017-01-20T17:21:27+0000,"Dear Liberals, You all act like your mommy took away your playstations, and grounded you.  Grow up, learn about self reliance, and stop worshipping the media, celebrities and the government.",-0.4,0.9
2017-01-20T17:10:12+0000,"The inaugural speech is NOT the place to bash this country/government/outgoing presidents. Save it for your STate of the Union. Just say thank you, and move on Mr President.",0,1.6
2017-01-20T16:57:51+0000,"Immaturity has taken over America. Move forward, it is not the President elect who is gonna ruin America but rather the 535 clowns occupying the house Congress.",-0.3,0.8
2017-01-20T17:10:03+0000,"The same people here that are saying to respect this man cause he's our president, are the same people who disrespected Obama when he was president.",-0.7,0.7
2017-01-20T17:11:26+0000,Lol... he thinks he still campaigning .... helloooo.... I want to hear what and how are you going to do all the stuff you are saying,-0.1,0.4
2017-01-20T16:45:51+0000,We ARE a CHRISTIAN NATION!  Obviously! If you don't know Christ maybe use this time to seek him out and understand why? Just maybe?,0,0.8
2017-01-20T17:12:36+0000,"As long as he fights for America and is a respectful human being, that's all we need. I will always respect him as my president; even though I did not vote for him.",0.5,1.1
2017-01-20T16:30:11+0000,Congratulations America. You've voted in a racist bigot as your leader.,-0.3,1.1
2017-01-20T16:50:59+0000,"President Obama will go down in history as one of the best Presidents ever.   Intelligent, honest, classy elegant, a true lover of this country and ALL people",0.8,1.6
2017-01-20T17:23:18+0000,imma let u finish your inauguration... but Barack Obama had the best presidency of all time!!! OF ALL TIME!!!,0.3,0.7
2017-01-20T20:37:00+0000,Replacing the biggest traitor of them all with a great patriot.,0,0
2017-01-20T15:34:02+0000,I'm American. Please don't judge us. The majority didn't vote for him. Please and thank you.,0.1,0.7
2017-01-20T17:17:12+0000,This country needs a business man instead of a politician for once. Hoping this man fails is like hoping the pilot fails on the airplane you're riding on.,-0.2,0.4
2017-01-20T16:50:26+0000,"The US is an example to the world because we have a peaceful transition of power, no matter our differences in ideology.",0.2,0.2
2017-01-20T16:26:57+0000,Thank you President Obama we will forever honor you as one of our greatest Presidents!,0.8,0.8
2017-01-20T17:17:41+0000,Stand behind our president you are being a disgrace to America whoever it is!  We have to give him a chance! Let's make America united and beautiful again ,0,1.8
2017-01-20T16:42:13+0000,"At least America still upholds Christianity and NO other religion! I salute America, unlike Europe that is surrendering to Islam",0.3,0.9
2017-01-20T16:26:05+0000,"As an American, I want to say to the world that the incoming President represents the worst of us--not the best.  And not the majority.  I apologize to the world today.",0,1.5
2017-01-20T16:33:45+0000,I just want to say I am sorry to the rest of the world.  The majority (popular vote) of American's did not vote for this man. We have been railroaded!,-0.2,0.6
2017-01-20T16:29:02+0000,"Saying goodbye to my woman's right today. As us women will be paid less, treated like trash and can be raped and no consequences will happen",-0.6,1.2
2017-01-20T17:13:21+0000,Everyone is just soooo patriotic now lol.. where was your patriotism when you were constantly disrespecting YOUR last president? Gtfoh bunch of hypocrites smh,-0.3,0.3
2017-01-20T16:33:00+0000,"It's done...he won...now let's be big boys and girls and wish him all the best.  Hold him accountable, but hope he does a great job.",0.7,1.4
2017-01-20T16:56:57+0000,"Live your life in such a way that it doesn't matter who is President. We fought to be free, not beholden to either party or any man or woman.",0,0.3
2017-01-20T16:29:15+0000,Pence is thrilled. He knows impeachment is coming and he's going to be president.,0.5,1
2017-01-20T16:42:04+0000,"Even if I'm Buddhist, Muslim, atheist..? America is full of different religious viewpoints. I don't understand why the government is force feeding their prominent religious views. SEPARATE CHURCH AND STATE!!!",-0.2,1.3
2017-01-20T17:42:13+0000,The Obama's are classy people. Thank you for your service to America,0.6,1.2
2017-01-20T16:41:14+0000,Funny - no other religions are being represented... only Christianity.,-0.3,0.3
2017-01-20T16:44:51+0000,I miss Obama and he's done a great job for the major league sports especially  . Support you all the way from Hong Kong ,0.5,1
2017-01-20T17:11:15+0000,If you are a proud & true American then HE REPRESENTS YOU. If you don't like that then I am sure you can renounce your citizenship & leave.,0.2,0.5
2017-01-20T16:44:30+0000,"I love how we're being told to respect him , but half of the people commenting that has had no respect for president Obama. Don't be a hypocrite",-0.4,0.9
2017-01-20T17:07:49+0000,A man with a $3 billion net worth all of which was inherited from his father (the actual successful businessman) slating the elite while he refuses to pay taxes and plans on more tax cuts for the rich,-0.2,0.2
2017-01-20T17:12:10+0000,A 6 times bankrupt who will not release his tax returns ... is promising heaven to all Americans ... good luck USA ... you are on the road to nowhere,-0.3,0.3
2017-01-20T16:26:51+0000,"Guarantee Obama is relieved to hand off the hardest job in the world- which he did with class, dignity, honor, and poise. He will definitely go down as one of the best presidents ever!!",0.6,1.3
2017-01-20T17:22:53+0000,You can love it or hate it but he's the president of the United States now.,0.5,0.5
2017-01-20T16:42:57+0000,"As a Canadian, all I can say to the US of A is . . . remember when you laughed at us for Rob Ford?  Karma is a b**ch.  Good luck, you're going to need it.",0.1,0.3
2017-01-20T17:04:28+0000,"Praise GOD that Obama is no longer ""leading from behind"" and we have a POTUS that we can truly be PROUD of ",0.3,0.3
2017-01-20T17:03:29+0000,That man doesn't know how to fail. He will be great,0.1,0.9
2017-01-20T17:38:08+0000,Obama was one of the greatest president in history,0.4,0.4
2017-01-20T17:11:09+0000,"What he's saying right now...his anger and animosity is setting the tone for the next four years. He should be seeking to reassure the country and the world, and not rile up the dissent  in America.",-0.4,0.8
2017-01-20T17:21:59+0000,God is always in Control. Trust in the Lord with all thine Heart and lean Not unto your Own understanding in all your Way acknowledge Him.  Run your race with Gladness. And Trust Gods process.amen,0.1,1.4
2017-01-20T16:56:43+0000,"All this hate just shows us Deplorables that we voted in the right man to make America great again and by the way, no Russian went in the voting booth with me!! Ha! Ha!",0.1,0.6
2017-01-20T16:26:16+0000,Thank you President Obama for all you have done. YES WE CAN!,0.6,1.3
2017-01-20T16:45:28+0000,These comments are hilarious...full of hate and thankfulness all in the same post...the irony ,-0.5,0.5
2017-01-20T16:23:11+0000,"I love all the people saying ""give him a chance!"" ""Respect him because he's your president"" you mean like the same respect you showed president Obama? #hypocrites",0.1,0.8
2017-01-20T16:30:45+0000,It's good to see both sides of the aisle being supportive and friendly. This IS the foundation of our democracy - the peaceful transition of power.,0.6,1.3
2017-01-20T16:36:07+0000,All Americans should come together and be united with Gods love and make everything great again .Time for change. Instead of all this negativity let's show love ,0.4,0.9
2017-01-20T17:11:59+0000,"I hate to tell you all but we are all the same in God eyes so, be careful what you say to each other. Be kind. God watching is watching and always in charge .  Be a blessing to someone.",0,0.5
2017-01-20T16:57:40+0000,"Mormon Tabernacle Choir....Definitely appropriate.  They are some of the most racist folks in America. Oh Lawd, help us, help us, help us.",0.1,2
2017-01-20T17:07:53+0000,Don't fool yourself America he's a billionaire clearly bought himself the presidency because nobody in there right mind would vote for this perverted scumbag,-0.9,0.9
2017-01-20T16:33:38+0000,Yall are all childish Obama was the best person to happen to this country. He tried to unfuck what bush had did that's a real president,0,0
2017-01-20T16:57:27+0000,The Liars Club is taking office today. Big fat billionaire liars and if you think they are going to help the workers of this country you are a knucklehead.,-0.6,1.2
2017-01-20T17:11:19+0000,Please know that God has allowed him to be president for a reason.  We cannot judge a man who is just like you and me. God Bless America!!,0.4,1.2
2017-01-20T16:41:52+0000,"Snowflakes and cupcakes are mad because there will be no more participation 's play dough and coloring books and feeling won't be spared either, TIME TO GROW UP",-0.2,0.2
2017-01-20T16:24:16+0000,My man Obama!!! The smoothest most classy president we have had in my lifetime!!! You will be missed!!! Joe Cool Biden love those two men!!! Thanks for all your service to our nation!,0.5,2.5
2017-01-20T16:42:54+0000,Awesome....  more bible verses. Would it be too much to ask if you guys actually lived by the words in that book? I'm sure your Sky Daddy would appreciate it.,0.4,1.9
2017-01-20T16:37:15+0000,"Do you all want some cheese with your whines?! He is our President.  Suck it up, buttercups!  Wishing him to fail isn't going to change that fact.",0,1.6
2017-01-20T16:45:40+0000,"All the angry faces need to leave this stream. He won. We have to bring back unity.  If you don't ant that, stay to yourself. I'm proud of America!!!",0.1,1.4
2017-01-20T16:56:07+0000,Thank you Joe Biden for all your hard work.  We will miss you tremendously.,0.3,0.7
2017-01-20T17:19:45+0000,"I'm a country singer who knows nothing about politics, but Seeing everyone wishing bad upon someone sucks to see. It's like me losing The Voice, you gotta see what the winner produces people. Not wish death upon them",-0.1,0.6
2017-01-20T16:34:35+0000,"Amazing, never knew so much negativity existed until I came on here. Some of these comments make absolutely no sense. Live and let live. Give the man a chance before you criticize. Have a great day!",0.2,2.8
2017-01-20T17:02:20+0000,We're now live-streaming a reality show based on the US Presidency.,0.3,0.3
2017-01-20T16:00:46+0000,"Gropes woman, racist, degrades veterans. Way to go United States soon to be divided! So ashamed to be an American that this is who represents us as the people.",-0.5,1.5
2017-01-20T17:17:53+0000,"Obviously, the liberals can't shut up long enough to listen to our President! I am so proud of him and proud to be an American",0.1,1.1
2017-01-20T17:00:36+0000,"""I felt a great disturbance in the Force, as if millions of voices suddenly cried out in terror and were suddenly silenced. I fear something terrible has happened.",-0.6,1.2
2017-01-20T16:49:14+0000,"Lol at all the people who hated Obama and called him a muslim monkey for 8 years, now they want respect for the new president on day one. Comical",0.3,0.7
2017-01-20T16:34:56+0000,Let's make Russia great again. Oh wait I meant America. Lol,0.3,1
2017-01-20T16:45:46+0000,A man that has no respect for women nor the special needs people is our president and has no experience what so ever my God please protect and cover us all in Jesus name Amen.,-0.3,0.3
2017-01-20T16:47:23+0000,"I pledge allegiance to the flag of the United States of America and to the Republic for which it stands one nation under God, indivisible with liberty and justice for all",0.1,0.1
2017-01-20T17:17:27+0000,"I see a lot of God bless, our Lord wll guide hime, etc ad nauseum.  Give me a break - he is the MOST unChristian in values of anyone.  It's an insult to truly Christian valued people.",-0.4,1.3
2017-01-20T16:08:17+0000,OBAMA IS  REAL  HERO OF PRESIDENT OF USA .....HE IS  GREAT MAN EVER,0.6,0.6
2017-01-20T17:08:40+0000,If you guys gave President Obama the same support we would be so much further along.,0,0
2017-01-20T17:24:53+0000,"I don't like Trump and am sad he won, however, he is our president and we ALL need to pray for him that he does a good job for ALL Americans. God bless the office of the President of the United States!",0.5,1
2017-01-20T15:38:07+0000,He is who the majority has chosen. He is the 45th president.  I didn't vote for him but I will respect him as the leader of my country and hope for the best. If you can't then there are other countries.,0.2,1.4
2017-01-20T15:34:32+0000,Funny how everyone is calling him a dictator when it's obamas unlawful executive orders that he will overwrite immediately restoring the rule of law.,0,0
2017-01-20T16:23:55+0000,Thank you President Obama and VicePresident Biden.  You will be missed by a grateful nation.,0.6,1.2
2017-01-20T16:58:30+0000,"In 100 years when historians look back and try to pinpoint the exact moment when America began its decline, when we truly stopped being great...it'll be today",-0.6,0.6
2017-01-20T16:41:08+0000,So nice to hear the name of Jesus on the forefront. God bless America!,0.5,1.1
2017-01-20T17:19:36+0000,We all need to keep our minds open. For those that accuse him of prejudice... Don't be hypocrites and prejudge our POTUS... Our future is what we make it. Be positive!!!,0,2
2017-01-20T17:15:04+0000,"To the people who are watching this but don't support him, just turn it off. You know what you're doing. This man is your new president. If you don't believe that, I feel bad for you.",0,1.4
2017-01-20T16:31:27+0000,I can't even believe that I live in a country where the Russian's can influence our election and nobody seems to give a flip about it.  They have basically elected our president for us.  Wow!,0,1.2
2017-01-20T17:00:25+0000,"To people who say ""just try to support your new leader, even if you don't like him"" as a German I can tell you this is a bad idea. Definitely.",0,0.8
2017-01-20T17:07:43+0000,Funny how people said we had to give Obama a chance... just give him a chance... it's only fair..... but yet Donald is the devil before the end of his first speech?,-0.3,0.3
2017-01-20T16:10:45+0000,Watching this and them all glammed up it appears to be less about politics and more like an episode of Keeping Up With The Kardashians!,-0.2,0.2
2017-01-20T16:18:35+0000,"From a British point of view, Donald being president is good news. Exiting the EU, and a possible trade deal with the US. That's good news!",0.5,1.7
2017-01-20T16:29:32+0000,You will go down in history as one of the greatest president in the history of America #Obama,0.4,0.4
2017-01-20T16:15:48+0000,"Don't let this distract you from the fact that in 1998, The Undertaker threw Mankind off Hell In A Cell, and plummeted 16 ft through an announcer table.",-0.6,0.6
2017-01-20T16:55:47+0000,America isn't a Christian country. The founding fathers made it a number ONE priority to make sure church and state stayed desperate after fleeing Britain because of religious persecution.,-0.2,0.5
2017-01-20T16:27:30+0000,"George Bush, Bill Clinton, Obama. Men who really, truly loved their country, regardless of their faults. The Orange Nightmare? He only cares about himself and his cronies.",0,1.3
2017-01-20T17:15:11+0000,A lot of psychics out there that just know how his presidency is going to go..... can I have the lotto numbers too??,-0.2,0.2
2017-01-20T16:13:38+0000,"It is a day of mourning as this horrible excuse for a man takes office.  We will show as much respect as you showed President Obama.  SHAME, SHAME, SHAME...you horrible Pussy Grabber.  #NOTMYPRESIDENT",-0.3,2.3
2017-01-20T17:12:16+0000,"I'm sorry, but who the hell wants a factory job without a labor union!?! People have very short memories of what workers endured and fought for throughout the Industrial Age.",0,1.4
2017-01-20T17:17:59+0000,"God is and will always be the President, king of kings, Lord of Lords. I will always look to the hills from where my help comes from.",0.5,1.1
2017-01-20T16:27:11+0000,I like how people are forgetting that the republicans disrespected and blocked Obama ever step of the way. Now they are asking us to Respect the office of the presidency. What a bunch of hypocrites.,-0.5,1.5
2017-01-20T17:03:40+0000,"There is nothing Christian about this man...other than he like many, but not all of Christian faith, is full of hate, racism and bigotry!!",-0.9,0.9
2017-01-20T17:15:13+0000,If Americans voices mattered then Bernie would be president.,0,0
2017-01-20T16:46:40+0000,I don't care about the beliefs of men long dead. America is a secular nation with a godless Constitution. KEEP YOUR GOD OUT OF MY GOVERNMENT!,-0.2,0.7
2017-01-20T16:26:59+0000,"I'm going to be saying ""told you so"" a lot for the next 4 years, aren't I.",-0.5,0.5
2017-01-20T16:34:32+0000,"get over it? yeah, like you ""got over"" Obama for eight years...puh-leeze",0.2,0.2
2017-01-20T16:33:27+0000,Obama was the greatest BLACK president that's all I can say,0.5,0.5
2017-01-20T18:12:37+0000,"It would really be nice if the Democrat whiners showed some class & let the man prove himself. But, I think one of the requirements to be Democrat is to have no class.",0.1,0.4
2017-01-20T17:14:10+0000,Can somebody throw a beach ball into the crowd.  It just might be more intriguing to watch.  This guy continues to say the samething and the same ppl clapping....lol. YOU FIRED!,-0.1,1
2017-01-20T16:28:45+0000,I think having a president who is not a career politician will be good for us.,-0.1,0.1
2017-01-20T16:46:06+0000,There's a new day coming.....we will be the country we used to be....good riddance to Obama... rosie...whoopi...sharpton....adios,-0.7,0.7
2017-01-20T16:21:21+0000,All the American hillbillies who think this billionaire and his his cabinet of billionaires is actually going to make their lives better. Pathetic :(,-0.3,0.9
2017-01-20T16:19:19+0000,When do they start playing the Russian national anthem???,-0.3,0.3
2017-01-20T17:06:38+0000,People displaying on here their anger you are too judgement all give this man a chance to prove you wrong and make America great again!!,0.4,0.4
2017-01-20T16:33:50+0000,We have a lot of work to do to make sure this horrible man and his unqualified cabinet don't irreparably damage our country.,-0.8,0.8
2017-01-20T17:08:18+0000,Am very happy about this... all the haters can hate ... small minded people acting like we been living in a utopia until now lol God bless America and the real believers if freedom,0.6,0.6
2017-01-20T16:34:53+0000, i didn't vote for him if I like or not he is our president I will pray for him and for his supporter God bless America,0.4,0.4
2017-01-20T17:02:28+0000,"I felt a great disturbance in the Force, as if millions of voices suddenly cried out in terror, and were suddenly silenced. I fear something terrible has happened.",-0.6,1.2
2017-01-20T15:35:04+0000,ALL YOU HATERS GET OFF THE LIVE FEED THEN IF YOU DON'T LIKE IT,0,0
2017-01-20T16:43:27+0000,"The worst thing that could happen to a country in which was already great. Thanks for 8 years leading this country the right way, Barack Obama and Michelle Obama you will be missed. Sad day.",-0.1,1.1
2017-01-20T17:05:20+0000,"The only reason this country isn't great is because of greed, laziness and hatred. It takes everyone to make this country great.",-0.2,1.2
2017-01-20T16:51:27+0000,"Reading all the comments from the gullible American people, it's hilarious how they don't realise they are the laughing stock of the world electing this idiot  just look at that face man ",-0.4,0.4
2017-01-20T17:11:38+0000,All the negative comments and cruel remarks are one of the reasons this country is the way it is. Not because he had been president for 12 minutes. Just saying.,-0.3,0.9
2017-01-20T17:09:32+0000,"Been saying this for a while,  this dude right here is gonna turn people to God. When he gets through, people will be saying ""what must I do to be saved?""",-0.2,0.4
2017-01-20T17:13:50+0000,Obama had 8 years to right the ship.  Stop blaming republicans.  He should have been able to reach across the aisle if he was such an amazing politician,0.3,0.9
2017-01-20T16:34:04+0000,No matter what we feel or say God the Father is king of kings no one can change that. I'm glad I know An trust in God above all men.,0.3,1.1
2017-01-20T16:37:52+0000,This is surreal...A business tycoon and reality TV douchebag becoming the president of the most powerful country in the world!! God bless America..!!,0.3,0.6
2017-01-20T17:45:42+0000,so much love for Obama. He will always be my president !,0.4,0.8
2017-01-20T17:29:10+0000,"I'm so sad to see President Obama leave.  Good bye president Obama all my blessings, you did your best and your best is everything for me, I've accomplished many great during your term!!",0.1,1.1
2017-01-20T16:04:42+0000,I absolutely Love how Obama is being gracious. I'll focus on that while I weep.,0.3,0.7
2017-01-20T16:52:57+0000,"As a 12 year Army veteran, I can finally be proud once again to have a strong leader. Let's make America great again. End of an error. Bye bye Obama.",0.1,2
2017-01-20T16:55:07+0000,We are now officially the laughing stock of the planet. I mean they always laughed at us but now their going to be rolling on the grown stomach hurting kind of  laughing at us.,-0.1,1.2
2017-01-20T15:34:51+0000,<3 <3 Ignorant people trying to slate Donald your just all haters lmao ridicilous give the man a chance move on and GROW UP !,0,1.4
2017-01-20T16:35:05+0000,Been waiting for this day. Couldn't get osama Ben obama out fast enough.,0.1,0.3
2017-01-20T17:04:12+0000,Donald will be president for 8 years and after we all witness what he does for our country we will elect his son as our next president:),0.7,0.7
2017-01-20T16:31:52+0000,It's like watching the end of the world as we know it! A simpsons character as President and a wanna be Jackie Kennedy as the First Lady ,0.6,1.2
2017-01-20T16:04:13+0000,Currently in Europe and they are all laughing at him.,0.3,0.3
2017-01-20T17:01:53+0000,"I felt a great disturbance in the Force, as if millions of voices suddenly cried out in terror and were suddenly silenced. I fear something terrible has happened.",-0.6,1.2
2017-01-20T16:33:21+0000,"Oh wow you guys really messed up. How do you go from the first African American president, to THIS? You were amazing Obama ",-0.1,1.4
2017-01-20T16:38:28+0000,My God protect Donald Tramp  and his family and all of American citizens.. God is good  and He brings a new president  for best changes,0.6,1.3
2017-01-20T17:01:39+0000,Thank God we finally got someone who will make some good changes and get American back on a path to recovery. Haters please just leave,0.3,0.6
2017-01-20T17:12:38+0000,"Look I don't like him personally but he is our president now, so we should wish him luck and hope and pray he helps us. He is in charge. Get over it people and stop blaming everyone for everything.",0,0.5
2017-01-20T17:20:31+0000,thank God this day has come I've felt like 100lbs have lifted off my shoulders and hope for the first times in years  proud veteran God Bless America and our new president,0.5,0.5
2017-01-20T17:04:18+0000,Goodbye Obama you will be missed. You were a role model to Americans everywhere. A beacon of reason and rationality. A supporter of science and a great man.,0.1,1.1
2017-01-20T16:49:08+0000,"God doesn't exist - he/it is a figment of the imagination, the same as fairies, goblins and unicorns.  Load of old nonsense that only the unintelligent believe in.",-0.2,0.4
2017-01-20T16:58:05+0000,"Thank you, Jesus for answering our prayers.. Thank you, Lord for giving us another chance to be The Nation of Good  and love!  Amen",0.7,2.3
2017-01-20T16:38:34+0000,"Excited to see the changes, excited to see the process, and excited to take our country back! This is the beginning to the end...you're right. The end of one presidency and the beginning of another.",0.2,0.8
2017-01-20T17:15:33+0000,"Stop crying people, give him a chance. You might be surprised. It's better than the last 8 years of increasing division, and failed policies",0,0.1
2017-01-20T16:56:56+0000,BBC - why don't you start posting some REAL comments instead of the sappy diluted BS we keep seeing pop up on the screen. These comments do not represent how most of us are feeling right now.,-0.5,1.1
2017-01-20T17:47:19+0000,Thank you for watching this with us. We're enjoying your comments.,0.5,1.1
2017-01-20T17:21:27+0000,Went through 8 years with Obama don't care !!!!!  This is gonna be great,0,1
2017-01-20T16:46:23+0000,"If you have a problem with our country, the President, values of God etc LEAVE. BYE. Or do something about it. You can't complain when all you do is sit behind your computer and run your mouth.",0,1
2017-01-20T17:16:28+0000,Let's speak about uplifting America. This isn't a campaign speech. You can stop dissing the other party. I wanna see America succeed too but my hopes aren't very high for this guy.,0,2
2017-01-20T16:48:37+0000,So much hatred between you Americans.... why not all unite and at least have a shot at making your country great..... the way your going in you may as well just have civil war and be done with it,-0.7,0.7
