5550296508_10156548798691509,"A car bomb targeting a convoy of foreign troops exploded near the US Embassy in Kabul on Wednesday, killing eight people, an Afghan official said.",Car bomb kills eight people near US Embassy in Kabul,link,http://cnn.it/2p7qO2R,2017-05-03 4:00,1172,194,221,727,10,62,3,325,45
comment: ,dang,0,0
comment: ,"Karen...I don't agree with u...religions preach peace and non violence...just take up Prophet Jesus PBUH...what were his teachings? Violence, extremism, killing, blood shedding???? Certainly not...infact its private interpretation of religions and thinking of everyone...we being Muslims completely disown fanatic and militants...nothing to do with them",-0.5,1.7
comment: ,"Karis.....I don't agree with u...religions preach peace and non violence...just take up Prophet Jesus PBUH...what were his teachings? Violence, extremism, killing, blood shedding???? Certainly not...infact its private interpretation of religions and thinking of everyone...we being Muslims completely disown fanatic and militants...nothing to do with them",-0.5,1.7
comment: ,Islam is satanic religion,-0.5,0.5
comment: ,"Let's be real here, Ansar Ali. Just about every religion's holy book preaches peace AND violence.",-0.1,1
comment: ,"Just leave already... for the love of god pull our men and woman out of that 7th century hellhole. They only have one thing on their mind, purge the earth of all non believers. Globalism is suicide when it comes to the Muslim culture. Appeasing Islam is like feeding an alligator hoping it will eat you last.",0,1.1
comment: ,"Guess who created and supports ISIS , Mujahidin and Taliban in Afhanistan? We poor Afghans are just victim for the aims of others . . .",-0.7,1.5
comment: ,https://elomelo-vabna.blogspot.com/2017/05/economic-losses-from-natural-disasters.html,0.1,0.1
comment: ,"Hey do u know this so called war against terror is imposed by ur peacemakers, they killed millions of muslims in #afghanistan #iraq #syria #yemen #sudan etc. Just to sell the arms and imonations. 
Stop being biased towards muslims. 
Every action has something in reaction.",-0.1,0.8
comment: ,Homeland style civilians ?,-0.2,0.2
comment: ,GOD BLESS AMERICA from jihadis and moslems,0.6,0.6
comment: ,New York Times the authorities need to do something about this situation they not getting off that easy.,0.2,0.2
comment: ,People seemed to get killed where ever Americans go.,-0.5,0.5
comment: ,"AD always someone else's fault, huh..........",-0.3,0.3
the nytimes,,,,,,,,,,,,,,
5281959998_10151156589994999,"On Donald J. Trump's 100th day in office, demonstrators descended on Washington in an attempt to drown out the administration's climate change deniers.",Climate March Draws Thousands of Protesters Alarmed by Trump?�s Environmental Agenda,link,https://www.nytimes.com/2017/04/29/us/politics/peoples-climate-march-trump.html?smid=fb-nytimes&smtyp=cur,2017-04-29 15:55,5414,243,374,4824,533,29,17,7,4
comment: ,https://www.facebook.com/prageru/videos/1389419187767600/?hc_location=ufi,0.1,0.1
comment: ,"I don't understand how anyone could be against protecting the environment and working for cleaner air, water and energy. It makes no sense. We only get one earth",-0.4,1.3
comment: ,comunist,0.1,0.1
comment: ,Well I don't see why doing the exact thing that they say they have a problem with won't convince them.,-0.5,0.5
comment: ,A picture of clowns.  How appropriate for the New York Times.,-0.1,0.2
comment: ,"Animal agriculture to produce meat, dairy, and eggs is the LEADING cause of climate change and environmental destruction, responsible for more greenhouse gas emissions than the ENTIRE transportation sector (especially methane, which is 86x more warming than CO2), and responsible for the majority of Amazon rainforest destruction. Watch Cowspiracy on Netflix and go VEGAN! http://www.cowspiracy.com/facts",0.3,0.7
comment: ,Same crowd as the communist marches. Some of these just want to be seen in public.,-0.3,0.7
comment: ,"Republicans aren't smart enough to think long term. They wanna make all the money they can now while their children and grandchildren bare the consequences in the future. That will be their future version of ""pull yourself up by the bootstraps"".",0.1,0.7
comment: ,,0,0
comment: ,See what happens when you don't bugger off to Drop-a-Lago for the weekend? You are forced to hear the voices of your people.,-0.1,0.7
comment: ,"It's worth understanding, even if you don't agree with them. I don't claim to understand it entirely, myself, but I see value in understanding the misunderstanding and in treating those people with civility, even if I disagree with the.",0.1,0.6
comment: ,"True. You think I'll get $400,000 for one speech?",0,0.7
comment: ,Paul Unwin I mean I hear their arguments but it just makes so sense to me,0,0
comment: ,It's quite obvious that we cannot rely on the government to do what's right.  The single biggest impact we can have as individuals is to stop consuming animals.   Breeding millions of them who also use our natural resources and release harmful gases into the atmosphere is not only inefficient but destructive.,0,1.1
comment: ,Becca Campbell u coulda been in this photo smh,-0.6,0.6
comment: ,"Unfortunately, it will never be about them or what they're fighting for. It's all about the money. Trump has done E.O's that solidifies exactly just that. For as long as he's in office, we're all in perilous situation.",0,1.4
comment: ,"I know like being able to breathe. It's not just that they don't understand Paul Unwin, it's they just flat out deny its existence or think it's a ""UN conspiracy""",-0.2,0.9
comment: ,"Dustin Ginsberg and that's the problem with our current political climate, we are asked to give an equal voice and try to understand some ideas that make no sense.",-0.6,0.6
comment: ,Mike Mento Please stay on topic.,0,0
comment: ,"Meanwhile, Bret Stephens' fact-free copy goes unchecked in the NYT.",-0.1,0.1
comment: ,interesting choice of photography. almost seems like it's intended to make the participants look stupid.,0,1.4
comment: ,http://www.biocab.org/carbon_dioxide_geological_timescale.html,0.1,0.1
comment: ,Mike Mento are you a private citizen? Then you can do what you want,0,0.3
comment: ,"I'm old enough to remember before the EPA. It's needed, should be supported. 
I also remember when it was inconceivable that a cruise ship could use the Northwest Passage, like one did last summer. Get ready to tell your children Santa has moved to the South Pole.",0.3,1.2
comment: ,How does one even deal with a nation no longer interested in scientific fact? Or just facts in general...,-0.1,0.8
comment: ,SAD,-0.5,0.5
comment: ,"Most of these issues already existed under Obama, and certainly existed under Bush. This would be the type of alarmism and shoddy journalism that leads people to claim ""fake news"". When you present half-truths to try to push partisan agenda's, you're no better than Russia Today or the Huffington Post.",-0.5,1.6
comment: ,"he made america great again,only evil people are finding it hard to accept",0.5,0.5
comment: ,Watches InfoWars,0.1,0.1
comment: ,Climate change isn't a real thing. It's called seasons people!!!,0,0.4
comment: ,"It's hard to take people seriously when they don't know what words they're trying to use. The word you were looking for is ""Shoddy"", trumpflake.",-0.5,1.1
comment: ,Was America ever great to begin with?,0,0
comment: ,"Also bbc, Donald Trump never covered up Jimmy Savilles crimes. Trump > BBC",0.1,0.5
comment: ,I imagine you hold the right diploma to say such things,0.3,0.3
comment: ,You shouldn't have dropped out of school. It's made you ill-informed.,0,0.3
comment: ,mr trump needs time its to early to pass judgement on his leadership.,0.3,0.3
comment: ,!,0.1,0.1
comment: ,The relationship with the good citizens of America hasn't changed. Everyone accepts now that Trump's Presidency is an incompetent joke. He cannot be taken seriously.,-0.3,1
comment: ,You are kidding right??,-0.5,0.5
comment: ,the world is the same. Our country is run by incompetent and dangerous men. That's what's different.,-0.1,1.4
comment: ,"No more yes Boss keep it up Trump,",0.3,0.3
comment: ,"Oh my days, we get it BBC you hate Donald Trump, this is 10 posts a day about it, this is getting pathetic",-0.7,0.7
comment: ,Ummm OK...yes seasons....like weather vs climate. Got it. Chinese hoax.,0,0.8
comment: ,President Ivanka is doing a great job and is going to have 4 terms.,0.8,0.8
comment: ,I've done research. Keep believing what you are fed,0.2,0.4
comment: ,But American is great again,0.7,0.7
comment: ,#TrumpRocks,0.1,0.1
comment: ,"Jim Low yep....looked out the window.....and you of course are a scientist....cause, 'you've done research'....Chinese Hoax.",-0.8,0.8
the nytimes,,,,,,,,,,,,,,
5281959998_10151156084619999,"""Demagogic forms of populism are on the rise. These certainly do not help to consolidate peace and stability. No incitement to violence will guarantee peace, and every unilateral action that does not promote constructive and shared processes is in reality a gift to the proponents of radicalism."" ?�Pope Francis","Pope Francis, in Egypt, Delivers a Blunt Message on Violence and Religion",link,https://www.nytimes.com/2017/04/28/world/middleeast/pope-francis-muslims-egypt.html?smid=fb-nytimes&smtyp=cur,2017-04-28 21:25,3983,279,930,3491,433,41,5,12,1
comment: ,I guess the whole world is tired of conventional left-right politics. Everyone is going after the far-left and the far-right.,0,0.4
comment: ,Liberals are the new fascist,-0.2,0.2
comment: ,Crikey we're going to have to count on the Pope now to be the most influential defender of small-d democracy on the planet.,0.4,0.4
comment: ,"From Francis' lips to our ears. Can we give the guy a listen, humanity?",0.1,0.2
comment: ,Lol! Catholicism is demagogic populism writ large!,0.2,0.4
comment: ,the Pope represents everything that white reps are against of,0.3,0.3
comment: ,"Yes, that must be it.",0.3,0.3
comment: ,Donald Trump will be the next Pope !,0.5,0.5
comment: ,Pope keeps stealing my lines. Get a life Pope!,0,0.9
comment: ,How do you figure?,-0.1,0.1
comment: ,"I really want to like this guy.  I do.  I'm trying.  I just see all religion as a silly, primitive source of comfort in a world that is incredibly complex, but ... like I said, I'm trying to like him.  He says good things, but plenty of people have said good things and have contributed nothing, just like me.",0,1.1
comment: ,Wise words from the Pope.,0.2,0.2
comment: ,Abortion is murder - he also said that to you know.,-0.2,0.2
comment: ,"I'm not religious but many people are, and when someone with so much influence speaks about peace like this man, it does make a difference.",0,0
comment: ,"I'm not religious but many people are, and when someone with so much influence speaks about peace like this man, it does make a difference.",0,0
comment: ,"Matthew Craig Costa - I hope it does.  The message is good, and that much I can get behind.",0.4,0.9
comment: ,Wonder if all the christians out there think of the Pope previously saying he didn't thing Frump is a true christian,0,0
comment: ,"""Populism"" is just a slur against those who are against communism which is just the oligarchy of the bankers who print money (without any media scrutiny whatsoever) and own corrupt mass psychology propaganda entities such as the archaic NY Times.",-0.8,0.8
comment: ,"The pope is a Marxist head of a homosexual communist front.  Speaking in vague, liberal nicities is their way of re-branding themselves after the massive pedophile scandal which just disappeared.  The media acts like nothing to see here.",-0.6,2
comment: ,Agreed. Him and the Dalai Lama should start a band. Haha,0.2,0.8
comment: ,Only Fascist would comment,-0.1,0.1
comment: ,says a Trump supporter  get a life,0.4,0.4
comment: ,Mike Mento ??????,-0.3,0.3
comment: ,Populism=democracy that does not benefit from elites,-0.4,0.4
comment: ,Alex Baez - Says a male hillary supporter.  Get some b#lls.,-0.1,0.7
5550296508_10156543647641509,An FBI translator went rogue and married an ISIS terrorist. CNN's Drew Griffin has more. http://cnn.it/2oRy9aE,Rogue FBI employee married ISIS terrorist,video,https://www.facebook.com/cnn/videos/10156543647641509/,2017-05-01 20:35,4332,1753,1773,1814,32,1252,314,62,858
comment: ,"Bot Powered By Hammad King

 See My Bot Speed  CNN
 c h    h r  s       r 
 Tuesday : 2 - May - 2017
  Stay Active CNN
 Comment Late  15 detik :)
   Auto Comment By    Hammad King
   Auto-Run.tk",0.3,0.9
comment: ,GREAT <3 <3,0.7,0.7
comment: ,Anything is possible nowadays... Just look what happened on election day.,0.1,0.5
comment: ,Only 2 years for compromising and releasing information to a terrorist. Awesome.,0.3,0.9
comment: ,Horrific,-0.6,0.6
comment: ,"This offends me as a vegan transgender hipster Native-American-Indo-Chinese hybrid alien agnostic-atheist German engineer who vapes fairtrade organic decaffeinated compressed and hydrated extra-protein soy breast milk on the regular and does Hindi Kama Sutra naked crossfit yoga 8 days a week. I'm also a nonbinary trigender genderqueer male feminist and identify myself as a pastafarian pansexual genderfluid Apache helicopter dog of mega multi alpha beta gamma delta omega combo god of hyper death who's in a polygamous polyamorous relationship to the chihuahua which helped me cross the border of Mexico because it hates Donald Trump. My dog also walks me to the park and doggy styles me, if you find that weird you're an ignorant arrogant homophobic gender-assuming globaphobic bloodthirsty gun-loving cisgender pansexual bestial sexist racist incestuous white-previlege misogynistic biased objectified raped privileged Nazi-Communist slave owner terrorist lesbian.",0,1.8
comment: ,And now I know why my company calls ICE whenever an immigrant applies.,0,0
comment: ,Must have been desperate...,0.1,0.1
comment: ,Kill the traitor !!,-0.2,0.2
comment: ,It is irrelevant weather it is him or her certainly their death will be good,0,0
comment: ,"This offends me as a vegan transgender hipster Native-American-Indo-Chinese hybrid alien agnostic-atheist German engineer who vapes fairtrade organic decaffeinated compressed and hydrated extra-protein soy breast milk on the regular and does Hindi Kama Sutra naked crossfit yoga 8 days a week. I'm also a nonbinary trigender genderqueer male feminist and identify myself as a pastafarian pansexual genderfluid Apache helicopter dog of mega multi alpha beta gamma delta omega combo god of hyper death who's in a polygamous polyamorous relationship to the chihuahua which helped me cross the border of Mexico because it hates Donald Trump. My dog also walks me to the park and doggy styles me, if you find that weird you're an ignorant arrogant homophobic gender-assuming globaphobic bloodthirsty gun-loving cisgender pansexual bestial sexist racist incestuous white-previlege misogynistic biased objectified raped privileged Nazi-Communist slave owner terrorist lesbian.",0,1.8
comment: ,What does one even say that convinces someone to do something like that?,-0.1,0.1
comment: ,Hopefully she die from allied bombings on IS camp,0.1,0.1
comment: ,"Never let either of them back into America when they request to come home. She will request to come home, no doubt about it.",0,1
comment: ,"Attached to the Democratic Party.
- black lives matter
- nambla (man/boy love association).
- pedophilia
-human trafficking 
-antifa
-harboring illegal criminals
- flooding America with Muslim terrorist. 
- men in little girls restroom.
-fascism
- donating billions to terrorist states. 
-global communism 

The Democratic Party should be abolished. The political aisle should fall between independents and republicans.",0.1,2.9
comment: ,A German Rapper a German National? Thank Merkel for this.,0.3,0.7
comment: ,Drop the next bomb on her,0.3,0.3
comment: ,Don't let her back in to our country,-0.6,0.6
comment: ,She fall in love with him because of his long beard.,0.6,0.6
comment: ,no different from the sick perverted women who marry serial killers in prison...like they say..women are turned on by bad guys...lol...ugh,-0.4,0.4
comment: ,"This comment was an emotional rollercoaster for me.
First I laughed, then I felt sorrowful.
5/7, would read comment again.",0,0.4
comment: ,,0,0
comment: ,You can't help who you love?,-0.4,0.4
comment: ,Was she Muslim? Lol,0,0.5
comment: ,Mayra Lerma,0.1,0.1
comment: ,Sounds like the plot of an Adam Sandler film.,-0.4,0.4
comment: ,,0,0
comment: ,Reminds me of homeland,0.5,0.5
comment: ,wut,0.1,0.1
comment: ,The FBI turned me down and I didnt go around marrying ISIS members!,-0.7,0.7
comment: ,Love or madness,0.7,0.7
comment: ,Part of the FBI plan. So don't worry,0,0.4
comment: ,"Yeah, they suck.  What else is new?  But also, what's to say that this isn't just a production?",-0.1,1.3
comment: ,Lol,0.2,0.2
comment: ,"She was working ""Undercover""",0.2,0.2
comment: ,LUL whut,0.1,0.1
comment: ,There you go - a homegrown terrorist in the making.,0,0
comment: ,Ok now how did that happen ???,-0.2,0.2
comment: ,Is it just my liberal upbringing talking or is there an ever-so-slight bent towards misogyny in there somewhere?,-0.8,0.8
comment: ,Stop white folk 2017,-0.4,0.4
comment: ,"Uh, yeah.  Oops doesn't quite cover it.",0,0
comment: ,Spoilers of next season's Homeland?,-0.1,0.1
comment: ,who used to be a German gangsta-rapper before joining ISIS ... you guys forgot the most important fact in the headline...,0,0
comment: ,Still a better love story then twilight,0.5,0.5
comment: ,Jihadist was also a member of FBI,-0.2,0.2
comment: ,Seems BBC is trailing a lot behind . It's old news now.,-0.2,0.8
comment: ,wow. that is a big step guyz. Bravo!!!!,0.6,1.2
comment: ,Robin Francis,0.2,0.2
comment: ,I think thaydo a very good job,0.7,0.7
comment: ,"Love is blind, just look at Melania Trump",0.6,0.6
5550296508_10156541488766509,"At least 27 passengers were injured, with some suffering serious fractures and bruising, when an Aeroflot flight hit severe air turbulence on Monday. http://cnn.it/2p0ONAA",Aeroflot turbulence leaves passengers with fractures and bruises,video,https://www.facebook.com/cnn/videos/10156541488766509/,2017-05-01 8:31,14599,4514,9859,5835,58,4905,82,3667,52
comment: ,waiting for the first person to sue in 3..2..1...,-0.4,0.4
comment: ,"If you're looking for a closed group to talk politics and current events, join:

https://www.facebook.com/groups/politicaltalkinamerica/",0,0.2
comment: ,,0,0
comment: ,They should have flown United. You don't have to leave the ground to get those injuries and it's faster to get medical attention.,0.3,0.7
comment: ,They would not let them wear their seat belts?,-0.7,0.7
comment: ,I guess they probably should've had their seatbelts on like you are supposed to....,0,0
comment: ,,0,0
comment: ,Nikki Luna,0.2,0.2
comment: ,That's what happens when FAA gets budget cuts..,0.2,0.2
comment: ,Seat belts....try them sometime.,0.1,0.1
comment: ,Kaylyn Harris,0.1,0.1
comment: ,Arthur Lippel Jr. Olha a.,0.2,0.2
comment: ,Elizabeth Campbell,0.4,0.4
comment: ,One of my worst nightmares.,-0.5,0.5
comment: ,Alexander Lee Vela,0.3,0.3
comment: ,Jazmin Villafuerte,0.1,0.1
comment: ,Omg Nicole Seleme always gonna wear my seatbelt!!!,0.4,0.4
comment: ,Lucien Fournier,0.1,0.1
comment: ,They do know Grey's Anatomy is a fictional show right?,0,0
comment: ,"Nice edit. Seatbelts, they are there for a reason. Can't sue because a plane hit turbulence. This gonna be the new fad here.",0.2,1
comment: ,,0,0
comment: ,No,-0.3,0.3
comment: ,I guess 27 people now understand what the seatbelt light means....,0.1,0.1
comment: ,oh well....thats the way it goes.....win some lose some.,0.2,0.2
comment: ,Marcos A. Dash Jesus,0.4,0.4
5550296508_10156528784926509,President Donald J. Trump's recent comments aren't sitting well with South Korean officials.,Trump wants South Korea to pay for $1B missile defense system,link,http://cnn.it/2oD1B45,2017-04-28 3:30,7433,2187,1858,2948,72,384,2663,71,1295
comment: ,"o powered y  Usman Haider BuTt (y)

 eel e peed  CNN (y)

          

               Lo O Bot H 

            o e   badshah.usa.cc",0.2,1.1
comment: ,Wow first,0.4,0.4
comment: ,"Ha ha! This guy is even more clueless than previously imagined, even a school kid would have told him being President is the hardest job around",0,0.6
comment: ,Second,0.2,0.2
comment: ,LOOOOOOOOOOOOOOOOOOL!!!!!!!!!!!!!!!!!!!!!!!!,0.2,0.2
comment: ,"... 
 

 BanglaBot .Top",0.3,0.6
comment: ,Like Mexico was going to pay for the wall?,0,0
comment: ,He want to much,0.1,0.1
comment: ,"Christ, what a complete and utter moron. Has he not been told what the Status of Forces Agreement is?",-0.8,1.6
comment: ,More fake news.... CNN is so unpatriotic....,-0.2,0.4
comment: ,It's been 99 days but an accomplishment ain't one.,0.1,0.1
comment: ,Hisab2= ROFL,0.2,0.2
comment: ,Hisab2= ROFL,0.2,0.2
comment: ,Well he is a businessman. He dosnet know any other way of giving :P,0,0.2
comment: ,Why shouldn't they pay? It is time for the taxpayers in the US to not have to fund other countries when they need protection. Maybe they don't need our troops there to protect them either. Pay to play or get off the pot.,-0.2,1.6
comment: ,hhahaha,0.1,0.1
comment: ,"US, always money talks",-0.1,0.1
comment: ,Communist News Network,0.3,0.3
comment: ,Helpful comment.,0.6,0.6
comment: ,LOL!! Thanks.. I needed that this morning,0.4,1.4
comment: ,"Dude you gotta be kidding me, they are freaking sharing a border with them and are vulnerable to them the most. You want to freaking build a wall that'll cost billions, even though Mexico isn't your enemy, and now this country who wants to take over your country and is on the borders, how much threat it would be? And because of that, they'd be spending a lot and now you're adding another expense on them especially when you provoked North Korea?",-0.3,1.1
comment: ,"Yes, off course. quintessential Donald trump. What exactly did the s/Koreans expected? ""Trump to bottlefeed em""  for nothing?",0.1,0.9
comment: ,Lol,0.2,0.2
comment: ,You idiots believe everything you see from cnn huuh,-0.5,0.5
comment: ,these words came out of his mouth in an interview how is that fake?,-0.5,0.5
cnn,,,,,,,,,,,,,,
5550296508_10156406273256509,United Airlines is under fire after a passenger was dragged off of an overbooked flight http://cnn.it/2olhTN3,Passenger dragged off overbooked United flight,video,https://www.facebook.com/cnn/videos/10156406273256509/,2017-04-10 19:31,77750,16044,35395,16592,111,5952,438,3533,51124
comment: ,<3 KING BOT TEAM <3  KINGXX.TK  <3,0.6,1.9
comment: ,"Always Be Active

 GANGSTER BOT TEAM 
Self Comment Site: pythons.ml",0.3,0.6
comment: ,Lisa Cortez-Grzelak Mike Grzelak,0,0
comment: ,"Usman Haider BuTt  

    ADD CLOSE MERI JAN  ==>  ehtsham.tk",0,0.3
comment: ,"Supper Post  :* CNN

:* Ap BhT Yaaaad Aty Ho :P :* CNN

 Bot by :*  Moha Ali Kafi Ak

<3 <3 Hitlerbot.Tk <3 <3",0.4,4.4
comment: ,my I don't understand why people are so surprised about what Trump is doing. He's been telling you what he's gonna do for 18+ months. The only shock should be how quickly he's doing it.Imagine that... a President that actually does what he says he's gonna do,0.1,0.6
comment: ,"Is it because he looks Asian so you choose him? 
Is Violence the only way to solve this problem?",-0.2,0.4
comment: ,shahzada,0.1,0.1
comment: ,I will never fly united airlines again,-0.4,0.4
comment: ,"Attitude   MeRi     (  Panvel  Model  ) ( Dazzling Doulat )
Add krO... fatafat Full Support millega apne Gang ka",0.4,0.4
comment: ,Lol United is savage. Not as savage as the boycotts coming their way tho..,0,0.8
comment: ,They should have all walk out of the fuc*ing plane. As far as I'm concerned #nomoreunited,-0.1,0.9
comment: ,Boycott United.,-0.8,0.8
comment: ,Company error and you get dragged like a dog. No matter what your profession is. United at its finest,-0.1,1.5
comment: ,how awful,-0.6,0.6
comment: ,,0,0
comment: ,Horrible!!!,-0.9,0.9
comment: ,"Well on the bright side, I think they solved their overbooking problem with this video....many volunteers now not wanting to fly with them...",0.4,0.4
comment: ,Congress operates swiftly over a man being removed from an airline but can't remove a man who's about to cause WWIII,-0.3,0.3
comment: ,Rumored to have bit his own tongue as evidence for an upcoming lawsuit. Very cagey.,0,0.3
comment: ,Hahaha lol hahaha,0.4,0.4
comment: ,Shelley,0.1,0.1
comment: ,#NeverUnited,0.1,0.1
comment: ,Dragged is the understatement of what this is,0.2,0.2
comment: ,Don't break the law.,0,0
comment: ,Fly the not so friendly skies.,-0.5,0.5
comment: ,The deeper problem is the people that sat there and did nothing about what was happening to a fellow human being (except watch and record on their smartphones ). They continued on the flight as if nothing happened. THAT's the biggest issue I see here. They were all enablers of the corporate and government brutality that occurred.,-0.4,1.8
comment: ,That looks like me trying to get out of bed on Monday morning.,0,0
comment: ,"I fee like the term ""asked"" implies that he had a choice.",-0.1,0.1
comment: ,What a time we live in!! You can pay for a plane ticket and you still don't get to fly home,0,0.6
comment: ,"Very bad decisionmaking, very bad PR for United.",-0.8,0.8
comment: ,Joanna Piccinino Ahmad Kara Rizzardi Donna Saputo this could have been me,0.5,0.5
comment: ,"United, you're crazy and despicable.",0,0
comment: ,Welcome to Trumpland.,0.2,0.2
comment: ,Wade Shields,0.6,0.6
comment: ,Don't fly #unitedairlines,-0.2,0.2
comment: ,"Strangest thing happened this morning... I was at the local donut shop and the guy in front of me ordered the last glazed donut. He paid and was about to sit down to eat when an employee told him to stop. Apparently another employee really wanted that glazed and he was asked to return his donut. The man didn't want to because he was hungry. Police were called, the man was knocked unconscious, his donut removed, and his body dragged from the store so that the other employee could enjoy the glazed donut they'd sold to the now-unconscious man in peace.

Idk why, but it felt right to comment this here... On a United post. OHHHHH I remember why. Because that donut was a seat on a United flight, but everything else was the exact same.",-0.3,3.6
comment: ,American service,0.1,0.1
comment: ,Increase the incentives of your offer until someone does VOLUNTEER to get off. Send your crew on another airline. Pay for a shuttle to drive between Chicago and Louisville. What poor oversight on this matter.,-0.3,1.5
comment: ,How comforting to know that our corporate overlords can use brute police force at their whim.,0.5,0.5
comment: ,"Why was only this man asked?  Why weren't the others asked?  Why did this even needed to happen in the first place, instead of doing the easier option of giving the 4 stand by crew a rental car and have them drive 4 hours and 30 minutes to their destination?",-0.4,1.4
